beer_name_key,avg_score,phone,brewery_key,phone_key,bros_score,city,brewery_name,state,style_name,abv,ratings_count,style_key,beer_name
103757,3.73,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Double / Imperial IPA,9.25,5,140,Armada
128444,3.25,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Witbier,,1,48,Belgian Wit
165861,3.41,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Berliner Weissbier,5.10,3,87,Berliner Cherry Sour
197277,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Blonde Ale,,1,99,Blueberry Blond
172731,3.9,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Brown Ale,6.00,1,73,Brandy Barrel Aged Coconut Brown
180361,3.5,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Double / Imperial IPA,8.50,1,140,Bravo Double IPA
160568,3.44,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Pale Ale (APA),6.00,1,97,Calypso Pale Ale
97612,3.79,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Amber / Red Ale,10.20,132,128,Carrack
107659,3.75,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Pale Ale (APA),5.90,1,97,Cascade Pale Ale
197272,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,4.50,2,116,Citra Session IPA
128435,3.44,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Belgian Pale Ale,5.00,47,54,Cortez Gold
76089,4.04,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Russian Imperial Stout,9.80,652,84,Dark Seas
108434,3.83,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Russian Imperial Stout,11.25,63,84,Dark Seas Bourbon Barrel Aged
147674,4.09,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Russian Imperial Stout,9.80,2,84,Dark Seas Brandy Barrel Aged
172730,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Russian Imperial Stout,9.80,4,84,Dark Seas With Espresso
190538,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Russian Imperial Stout,9.80,0,84,Dark Seas With Raspberry And Coconut
111739,3.88,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Belgian Pale Ale,5.00,3,54,Diablo Belgian Blonde
155723,4.11,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,7.50,11,116,Don't Act Like You're Not Impressed
111048,3.33,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Herbed / Spiced Beer,7.80,1,8,Ebenezer Ale
92375,3.65,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Pale Ale (APA),4.80,184,97,El Conquistador Extra Pale Ale
153912,3.53,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,4.80,28,116,El Conquistador Session IPA
95380,4.28,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,7.00,4,116,Falconer's IPA
180360,4,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Amber / Red Ale,8.50,1,128,Gentleman Grant (Manhattan Whiskey Barrels W/Cherries)
202551,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,,0,116,Grapefruit IPA
197279,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Herbed / Spiced Beer,7.50,1,8,Hard Cream Soda
161774,3.32,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Herbed / Spiced Beer,7.50,113,8,Hard Root Beer
146756,3.78,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Belgian Strong Dark Ale,8.60,23,56,HOLIDAY ALE
89127,3.58,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Pale Ale (APA),5.00,2,97,Jasper's Extra Pale Ale
89121,4.07,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Adjunct Lager,4.50,1,38,Light Lager
172729,3.93,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Berliner Weissbier,6.50,13,87,Maiden Voyage
160564,3.67,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Belgian Strong Dark Ale,8.50,3,56,Malleus
198577,2.58,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Fruit / Vegetable Beer,4.80,1,9,Mango El Conquistador
197275,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Double / Imperial IPA,,1,140,Mango Shipwrecked Double IPA
128443,4.13,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Stout,4.30,4,158,Milk Stout
49451,3.5,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Altbier,5.00,132,86,Mission Amber
41938,3.54,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Blonde Ale,5.00,178,99,Mission Blonde
102368,3.38,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Dunkelweizen,5.40,7,91,Mission Dunkelweizen
41263,3.37,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Hefeweizen,5.00,184,89,Mission Hefeweizen
160569,3.79,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Hefeweizen,5.30,1,89,Mission Hefeweizen W/ Pineapple & Grains Of Paradise
48068,3.78,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Altbier,8.25,3,86,Mission Imperial Alt
39477,3.68,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,6.80,524,116,Mission IPA
39476,3.58,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Munich Helles Lager,,6,21,Mission Lager
50426,3.61,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Maibock / Helles Bock,,2,33,Mission Maibock
64105,3.38,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Tripel,9.20,3,58,Mission Trippel
197276,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Double / Imperial IPA,9.25,1,140,Passion Fruit Shipwrecked Double IPA
197274,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,6.80,1,116,Peach IPA
89125,3.71,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,German Pilsener,5.50,10,41,Pilsner
190539,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Pumpkin Ale,5.00,0,72,Pumpkin Amber
128436,3.25,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Hefeweizen,5.20,1,89,Raspberry Wheat
202549,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Porter,,1,159,Robust Porter
56172,3.67,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Double / Imperial IPA,9.25,939,140,Shipwrecked Double IPA
202550,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American Amber / Red Ale,,0,128,Spiced Amber
197273,,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,American IPA,7.00,1,116,Ultra Hop
102367,3.79,(619) 628-0500,16393,6196280500,,San Diego,Mission Brewery,CA,Rye Beer,6.60,8,12,Zythos IPA
164613,2.57,(951) 277-5800,16453,9512775800,,Corona,Taps Fish House & Brewery,CA,Russian Imperial Stout,,3,84,Remys Pappy 2015
48169,3.45,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,Oatmeal Stout,6.00,51,69,Dark Night Oatmeal Stout
41248,2.99,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,Hefeweizen,6.50,27,89,Hefeweizen
41246,3.25,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,American IPA,6.50,64,116,IPA
103518,,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,Kölsch,4.90,5,85,Kolsch
41247,3.09,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,American Pale Ale (APA),6.50,20,97,Pale Ale
44916,3.21,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,Saison / Farmhouse Ale,6.80,2,129,Saison DuBois
157590,,(831) 425-1182,16826,8314251182,,Santa Cruz,Santa Cruz Ale Works,CA,American Double / Imperial IPA,9.95,0,140,Wet & Wreckless
54589,3.62,(818) 753-2739,16827,8187532739,,Universal City,Karl Strauss Brewing Company,CA,Tripel,9.00,3,58,Belgian Trippel
41334,3.31,(818) 753-2739,16827,8187532739,,Universal City,Karl Strauss Brewing Company,CA,American Pale Ale (APA),5.30,8,97,Pintail Pale Ale
41335,2.81,(818) 753-2739,16827,8187532739,,Universal City,Karl Strauss Brewing Company,CA,American Amber / Red Ale,5.60,7,128,Red Trolley Ale
50370,3.8,(818) 753-2739,16827,8187532739,,Universal City,Karl Strauss Brewing Company,CA,American IPA,6.50,5,116,Tower 10 (Dry-Hopped)
174483,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,German Pilsener,5.20,5,41,7th Anniversary Pils
45761,3.66,(909) 389-1400,16843,9093891400,85,Redlands,Hangar 24 Brewery,CA,Altbier,6.00,159,86,Alt-Bier Ale
78616,3.58,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Ale (APA),5.50,106,97,Amarillo Pale Ale
82992,3.73,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Saison / Farmhouse Ale,,6,129,Amber Saison
202168,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Lager,,0,155,Ballpark Beer
176662,4.24,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Wild Ale,6.70,21,171,Barrel Roll : Sanguinello
163443,4.81,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Wild Ale,6.50,16,171,Barrel Roll Bleu Blanc
76206,4.3,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Russian Imperial Stout,16.50,676,84,Barrel Roll No. 3 Pugachev's Cobra
80279,4,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Barleywine,13.80,357,19,Barrel Roll No. 4 Hammerhead
166809,3.94,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Barleywine,13.90,17,19,Barrel Roll No. 4 Hammerhead - Augie’s Coffee Edition
166812,3.57,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Barleywine,13.90,18,19,Barrel Roll No. 4 Hammerhead - Bourbon Chai Edition
86907,3.98,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Wild Ale,6.50,118,171,Barrel Roll No. 5 Chandelle
134394,3.78,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,10.20,56,159,Barrel Roll No. 8 Falling Leaf Imperial Pumpkin Porter
192131,3.36,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Pumpkin Ale,10.90,6,72,Barrel Roll No. 8 Falling Leaf- Mexican Cacao Edition
177038,4.07,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Wild Ale,8.50,29,171,Barrel Roll: First Crush
179241,3.81,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Blonde Ale,7.80,11,99,Barrel Roll: Galaxy Gardens
204062,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,12.40,4,157,Barrel Roll: Pugachev's Marasca
94307,3.38,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Lager,4.80,6,155,Baseball Beer
82314,3.43,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Belgian Pale Ale,5.80,47,54,Belgian Summer Ale
115561,4.24,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,6.50,233,116,Betty
203324,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,2,157,Brandy Barrel Pugachev
78831,3.71,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Wheat Ale,5.20,61,93,California Spring Beer
203321,4.22,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,3,157,Caramel Latte Pugachev
65976,3.69,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,8.00,3,159,Chocolate Porter W/ Tangerines
203295,3.98,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,4,157,Cinilla Pugachev
69630,3.54,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,7.00,167,116,Columbus IPA
175269,4.35,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial IPA,10.00,14,140,Double Betty
59006,3.82,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial IPA,9.00,347,140,Double IPA
209640,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,4.00,0,116,Easy Glider IPA
44692,3.65,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Extra Special / Strong Bitter (ESB),5.50,3,66,ESB
180916,3.75,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Extra Special / Strong Bitter (ESB),,1,66,ESB With Wild Goose Coffee
81975,3.83,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial IPA,8.50,123,140,Essence
203325,4.06,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,2,157,Gingerbread Pugachev
74905,3.94,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,8.50,41,159,Gordgeous
63804,3.62,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,8.00,297,159,Hangar 24 Chocolate Porter
46836,3.86,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,7.00,59,116,Hangar 24 IPA
41729,3.53,(909) 389-1400,16843,9093891400,88,Redlands,Hangar 24 Brewery,CA,Fruit / Vegetable Beer,4.60,344,9,Hangar 24 Orange Wheat
45762,3.32,(909) 389-1400,16843,9093891400,70,Redlands,Hangar 24 Brewery,CA,Munich Helles Lager,4.30,64,21,Helles Lager
87001,3.67,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Scottish Ale,6.50,67,68,Hullabaloo Winter Beer
207542,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial IPA,9.00,0,140,Iconic Double IPA
64638,4.28,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,10.60,92,159,Immelmann Bourbon Barrel Aged Porter (Barrel Roll Series)
86042,3.94,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,8.50,70,159,Local Fields Gourdgeous
129670,4.34,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Old Ale,8.70,6,79,Local Fields Vinaceous
192132,3.56,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Berliner Weissbier,3.90,1,87,Local Fields: Kirschen
62085,3.71,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Märzen / Oktoberfest,5.70,61,29,Oktoberfest Lager
83801,3.53,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Dubbel,7.00,50,57,Palmero
67783,4.19,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Ale (APA),4.70,5,97,Patio Beer
44673,3.57,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Pale Wheat Ale,7.20,86,93,Polycot
203323,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,3,157,Port Barrel Pugachev
49294,4,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Porter,8.00,10,159,Porter
64149,3.95,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial IPA,8.00,3,140,Pro-Am 2010
203301,4.5,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,12.70,23,157,Pug-nog
196336,4.94,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,14.40,6,157,Pugachev Black Maple
107620,4.67,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Russian Imperial Stout,14.80,115,84,Pugachev Royale
166029,3.41,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Stout,5.00,3,158,Rain Delay
129719,3.8,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,6.50,5,116,Red Rye IPA
95441,3.8,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Amber / Red Ale,6.50,1,128,Redlands 125th Anniversary Red Ale
83723,4.26,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Russian Imperial Stout,13.00,6,84,Russian Imperial Stout
155506,,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,English Strong Ale,11.90,2,165,Slow Roll
74013,3.96,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American IPA,7.00,2,116,Triple Dry Hopped IPA
203279,4.06,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Double / Imperial Stout,13.50,3,157,Turkish Coffee Pugachev
78421,3.56,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Old Ale,8.70,97,79,Vinaceous
58973,3.51,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,Winter Warmer,7.80,58,47,Winter Warmer
192604,3.64,(909) 389-1400,16843,9093891400,,Redlands,Hangar 24 Brewery,CA,American Wild Ale,6.70,4,171,Zingiber
178040,4.05,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Quadrupel (Quad),14.50,15,142,7 Swans-A-Swimming (Bourbon-Barrel Aged)
185043,3.76,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Milk / Sweet Stout,11.30,237,82,8 Maids-A-Milking
162659,4.36,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Herbed / Spiced Beer,7.20,1,8,Almond Xata
184719,4.18,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,11.30,20,157,Arbre Alligator Char
184717,4.27,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,11.30,28,157,Arbre Light Toast
184624,3.69,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,11.30,22,157,Arbre Medium Toast
188947,3.76,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Pilsner,7.70,80,164,Arrrggghhh!
132081,3.77,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,9.50,297,171,Atomic Kangarue
44932,3.79,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Fruit / Vegetable Beer,10.00,1963,9,Autumn Maple
208695,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,5.10,3,171,Batch No. 1731
174982,4.07,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,9.00,133,171,Beret
51257,4.47,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.20,3491,157,Black Tuesday
197229,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.90,6,157,Black Tuesday - Macadamia And Coconut
175916,4.75,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,20.50,48,157,Black Tuesday - Reserve
174378,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,18.90,16,157,Black Tuesday - Rum Barrel Aged W/ Macadamia And Coconut
197115,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.90,5,157,Black Tuesday Chai Tea Latt-Day (Cask)
197228,4.3,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.90,3,157,Black Tuesday Chocolate CinnaMostra Roll
197112,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.90,6,157,Black Tuesday Key Lime Pie (Cask)
172675,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,,12,157,Black Tuesday On Pistachios
197116,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.90,6,157,Black Tuesday Pecan Pie (Cask)
204821,4.69,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,,6,157,Black Tuesday W/Black House Coffee
172682,4.34,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,,14,157,"Black Tuesday With Marzapan, Coconut, And Ginger"
172680,4.57,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,,19,157,Black Tuesday With Vanilla & Coconut
66743,4.27,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,8.00,1012,171,Bottleworks XII
184724,4.27,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,11.10,20,171,Bourgogne Blanc
191097,3.53,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Gose,3.80,9,16,Bruer-Aide
197995,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Saison / Farmhouse Ale,8.30,3,129,Bruery Terreux / Jester King Imperial Cabinet
169411,4.15,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,5.80,4,171,Cherry Limeade Sour Blonde
53728,4.42,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,18.50,2406,157,Chocolate Rain
189080,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Russian Imperial Stout,18.40,2,84,Chocolate Rain (2015)
202225,4.32,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,16.40,29,157,Chocolate Salty BBLS
154488,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Old Ale,,0,79,Chronology:24
208694,4.11,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Scotch Ale / Wee Heavy,13.70,2,77,Chronology:6 Wee Heavy
208691,4.22,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,4.90,2,171,Chupacabra Quinceañera (2016)
197874,4.15,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Brown Ale,12.10,36,73,Cinnamonk
94602,4.21,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,8.25,154,171,Collaboration Series: Confession
200131,4,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Belgian Pale Ale,6.90,42,54,Collaboration Series: Fourthmeal Hoppy Belgian-Style Ale
209108,4.02,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,English Barleywine,14.80,3,152,Colonel Kernel
186820,4.6,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,8.25,11,171,Confession - Fess Parker
162733,4.37,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Old Ale,16.20,300,79,Cuivre
172677,4.21,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,,33,171,Culture Club
208700,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,6.50,4,171,Elements Of Funk: Brettanomyces Bruxellensis
205615,4.14,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,6.50,6,171,Elements Of Funk: Brettanomyces Claussenii
197875,3.91,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,6.50,18,171,Elements Of Funk: Brettanomyces Drei
77652,4.12,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,5.80,577,171,Filmishmish
172678,3.76,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Flanders Oud Bruin,14.20,34,52,Flanders Giant
163229,4.17,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Russian Imperial Stout,10.80,106,84,Freckle
172593,4.55,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Flanders Oud Bruin,,25,52,Fruit Salad Oude Bruin
175808,3.69,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Belgian Pale Ale,4.90,1,54,Fruited Jardinier
150019,3.16,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Strong Ale,12.20,46,78,Geriatric Hipster Club
74295,4.4,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Stout,19.50,1516,157,Grey Monday
184721,4.04,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Flanders Red Ale,8.40,150,53,Gypsy Tart (2015)
43889,4.02,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.10,1548,87,Hottenroth Berliner Weisse
172592,4.18,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.10,11,87,Hottenroth Cask With Watermelon
191939,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.10,0,87,Hottenroth Peaches & Gleam
173712,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.70,7,87,Hottenroth W/Peaches
185181,4.29,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.10,10,87,Hottenroth W/Strawberries And Vanilla
169432,4.05,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Berliner Weissbier,3.70,89,87,Hottenroth With Peaches
51557,4.31,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Double / Imperial Pilsner,7.20,983,164,Humulus Lager
197876,4.37,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Gueuze,6.00,39,14,Humulus Rueuze
173711,3.73,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,6.30,53,171,Humulus Terreux
200786,3.92,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Pale Lager,10.00,32,155,Humulus Triple
193433,4.14,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Wild Ale,8.30,93,171,Imperial Cabinet
142634,3.41,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,American Strong Ale,12.20,78,78,Imperial Or Xata
195425,,(714) 996-6258,16866,7149966258,,Placentia,The Bruery,CA,Belgian Pale Ale,4.90,2,54,Jardinier With Lemon Zest
