ba_bros_val,ba_avg_score,ba_style,ba_brewery_name,ba_phone_key,ba_beer_name,ba_brewery_city,ba_brewery_state,ba_brewery_name_key,ba_abv,ba_phone,ba_ratings_count
-,-,American Pale Ale (APA),Faction Brewing,5105232739,Bavarian Pale Ale,Alameda,CA,Faction_Brewing,5.00,(510) 523-2739,0
-,-,Maibock / Helles Bock,Faction Brewing,5105232739,Benes Bock,Alameda,CA,Faction_Brewing,7.50,(510) 523-2739,0
-,4,American Pale Ale (APA),Faction Brewing,5105232739,Big Day Tiny Pale,Alameda,CA,Faction_Brewing,5.30,(510) 523-2739,1
-,4.32,American Double / Imperial IPA,Faction Brewing,5105232739,Blitzen IIIPA,Alameda,CA,Faction_Brewing,10.40,(510) 523-2739,45
-,4.34,American Double / Imperial IPA,Faction Brewing,5105232739,Bornday IIPA,Alameda,CA,Faction_Brewing,8.50,(510) 523-2739,26
-,3.83,American Stout,Faction Brewing,5105232739,Bosco Chocolate Milk Stout,Alameda,CA,Faction_Brewing,5.80,(510) 523-2739,6
-,3.84,English Pale Ale,Faction Brewing,5105232739,Brixton Pale,Alameda,CA,Faction_Brewing,5.50,(510) 523-2739,2
-,-,American IPA,Faction Brewing,5105232739,Buffer Zone IPA,Alameda,CA,Faction_Brewing,?,(510) 523-2739,0
-,4.05,American Double / Imperial Stout,Faction Brewing,5105232739,Carlo's Stout,Alameda,CA,Faction_Brewing,8.70,(510) 523-2739,8
-,3.72,Quadrupel (Quad),Faction Brewing,5105232739,Defcon I,Alameda,CA,Faction_Brewing,?,(510) 523-2739,7
-,3.62,Tripel,Faction Brewing,5105232739,Defcon II,Alameda,CA,Faction_Brewing,7.30,(510) 523-2739,2
-,3.46,Dubbel,Faction Brewing,5105232739,Defcon III,Alameda,CA,Faction_Brewing,6.90,(510) 523-2739,17
-,-,Belgian Pale Ale,Faction Brewing,5105232739,Defcon V,Alameda,CA,Faction_Brewing,4.80,(510) 523-2739,0
-,4.47,American IPA,Faction Brewing,5105232739,Diverge IPA,Alameda,CA,Faction_Brewing,7.00,(510) 523-2739,3
-,-,Witbier,Faction Brewing,5105232739,Factiomatic Wit,Alameda,CA,Faction_Brewing,?,(510) 523-2739,1
-,4.26,American Pale Ale (APA),Faction Brewing,5105232739,Faction Flagship Pale Ale,Alameda,CA,Faction_Brewing,5.20,(510) 523-2739,64
-,3.91,Russian Imperial Stout,Faction Brewing,5105232739,Faction Imperial Stout,Alameda,CA,Faction_Brewing,8.70,(510) 523-2739,4
-,3.83,American Amber / Red Ale,Faction Brewing,5105232739,Faction Red,Alameda,CA,Faction_Brewing,5.60,(510) 523-2739,18
-,4.24,American Double / Imperial IPA,Faction Brewing,5105232739,Faction/Gigantic Monstrous Cabal,Alameda,CA,Faction_Brewing,10.20,(510) 523-2739,8
-,4.29,American IPA,Faction Brewing,5105232739,Fall IPA,Alameda,CA,Faction_Brewing,6.80,(510) 523-2739,30
-,-,American IPA,Faction Brewing,5105232739,Hop Solid,Alameda,CA,Faction_Brewing,7.00,(510) 523-2739,0
-,-,American Double / Imperial IPA,Faction Brewing,5105232739,Hopfen Suppe,Alameda,CA,Faction_Brewing,8.57,(510) 523-2739,5
-,3.77,American Stout,Faction Brewing,5105232739,Java World Stout,Alameda,CA,Faction_Brewing,6.00,(510) 523-2739,5
-,-,American Double / Imperial IPA,Faction Brewing,5105232739,Monstrous Cabal,Alameda,CA,Faction_Brewing,10.20,(510) 523-2739,0
-,-,Kölsch,Faction Brewing,5105232739,Nate's New World Kolsch,Alameda,CA,Faction_Brewing,4.80,(510) 523-2739,0
-,-,American Stout,Faction Brewing,5105232739,Negative Ghost Rider,Alameda,CA,Faction_Brewing,6.70,(510) 523-2739,1
-,-,Oatmeal Stout,Faction Brewing,5105232739,Oatmeal Stout,Alameda,CA,Faction_Brewing,6.00,(510) 523-2739,11
-,3.67,Scotch Ale / Wee Heavy,Faction Brewing,5105232739,Pennypacker 120,Alameda,CA,Faction_Brewing,7.90,(510) 523-2739,3
-,-,German Pilsener,Faction Brewing,5105232739,Pilsner,Alameda,CA,Faction_Brewing,4.80,(510) 523-2739,13
-,-,American Pale Ale (APA),Faction Brewing,5105232739,Polaris/Amarillo,Alameda,CA,Faction_Brewing,5.80,(510) 523-2739,0
-,-,Baltic Porter,Faction Brewing,5105232739,Puddy Porter,Alameda,CA,Faction_Brewing,7.50,(510) 523-2739,11
-,-,American Amber / Red Ale,Faction Brewing,5105232739,Red Ryder,Alameda,CA,Faction_Brewing,7.80,(510) 523-2739,0
-,-,Foreign / Export Stout,Faction Brewing,5105232739,Soho Stout,Alameda,CA,Faction_Brewing,7.50,(510) 523-2739,0
-,4.2,American IPA,Faction Brewing,5105232739,Something Different IPA,Alameda,CA,Faction_Brewing,6.80,(510) 523-2739,6
-,4.18,American IPA,Faction Brewing,5105232739,Spring IPA,Alameda,CA,Faction_Brewing,6.80,(510) 523-2739,42
-,3.86,American IPA,Faction Brewing,5105232739,Summer IPA,Alameda,CA,Faction_Brewing,?,(510) 523-2739,30
-,3.89,American Double / Imperial IPA,Faction Brewing,5105232739,The Lopper,Alameda,CA,Faction_Brewing,8.50,(510) 523-2739,2
-,-,American IPA,Faction Brewing,5105232739,Western Cape,Alameda,CA,Faction_Brewing,6.30,(510) 523-2739,3
-,-,American Strong Ale,Faction Brewing,5105232739,Wheatwine,Alameda,CA,Faction_Brewing,8.50,(510) 523-2739,0
-,3.85,American IPA,Faction Brewing,5105232739,White Maria,Alameda,CA,Faction_Brewing,4.90,(510) 523-2739,3
-,4.38,American IPA,Faction Brewing,5105232739,Winter IPA,Alameda,CA,Faction_Brewing,7.20,(510) 523-2739,48
-,4,Czech Pilsener,Faction Brewing,5105232739,Winter Pilsner,Alameda,CA,Faction_Brewing,6.00,(510) 523-2739,1
-,-,American Stout,Fall Brewing Co.,,2 AM Bike Ride,San Diego,CA,Fall_Brewing_Co.,4.60,,5
-,-,California Common / Steam Beer,Fall Brewing Co.,,A Beer Name Sue,San Diego,CA,Fall_Brewing_Co.,5.30,,0
-,3.94,Dubbel,Fall Brewing Co.,,Demognome,San Diego,CA,Fall_Brewing_Co.,7.50,,1
-,4.64,American IPA,Fall Brewing Co.,,Green Hat IPA,San Diego,CA,Fall_Brewing_Co.,7.30,,2
-,4.03,Berliner Weissbier,Fall Brewing Co.,,Jazz Hands,San Diego,CA,Fall_Brewing_Co.,4.40,,1
-,4.01,Euro Dark Lager,Fall Brewing Co.,,Jinxremover,San Diego,CA,Fall_Brewing_Co.,7.20,,3
-,4.06,American Double / Imperial IPA,Fall Brewing Co.,,Loudspeaker Imperial Rye IPA,San Diego,CA,Fall_Brewing_Co.,?,,3
-,4,Irish Dry Stout,Fall Brewing Co.,,Mellor Stout,San Diego,CA,Fall_Brewing_Co.,4.60,,1
-,-,Schwarzbier,Fall Brewing Co.,,Mittens,San Diego,CA,Fall_Brewing_Co.,5.30,,0
-,3.7,American IPA,Fall Brewing Co.,,Moscoe,San Diego,CA,Fall_Brewing_Co.,3.80,,1
-,3.85,German Pilsener,Fall Brewing Co.,,Plenty For All Pils,San Diego,CA,Fall_Brewing_Co.,4.90,,5
-,3.94,Czech Pilsener,Fall Brewing Co.,,Rise Above,San Diego,CA,Fall_Brewing_Co.,5.20,,1
-,3.87,English Pale Ale,Fall Brewing Co.,,Rods & Mockers,San Diego,CA,Fall_Brewing_Co.,4.90,,3
-,3.47,English Brown Ale,Fall Brewing Co.,,Speedos Tiki Love God,San Diego,CA,Fall_Brewing_Co.,4.70,,2
-,3.86,American IPA,Fall Brewing Co.,,Spirit Of 77,San Diego,CA,Fall_Brewing_Co.,7.30,,2
-,3.68,American Amber / Red Ale,Fall Brewing Co.,,Unicorn Stampede,San Diego,CA,Fall_Brewing_Co.,6.60,,1
-,-,American Stout,Fall Brewing Company,,2AM Bike Ride,San Diego,CA,Fall_Brewing_Company,4.60,,17
-,3.85,California Common / Steam Beer,Fall Brewing Company,,A Beer Named Sue,San Diego,CA,Fall_Brewing_Company,5.50,,5
-,-,American Double / Imperial Stout,Fall Brewing Company,,Apocalypse Pony,San Diego,CA,Fall_Brewing_Company,8.30,,1
-,-,American Pale Ale (APA),Fall Brewing Company,,Darling Nikki,San Diego,CA,Fall_Brewing_Company,4.70,,0
-,-,Dubbel,Fall Brewing Company,,Demognome,San Diego,CA,Fall_Brewing_Company,7.50,,0
-,-,American Double / Imperial Stout,Fall Brewing Company,,Fall & Oates,San Diego,CA,Fall_Brewing_Company,8.30,,1
-,3.7,American IPA,Fall Brewing Company,,Green Hat IPA,San Diego,CA,Fall_Brewing_Company,7.30,,16
-,-,American IPA,Fall Brewing Company,,"Green Hat IPA (Mosaic, Belma, & Blueberries)",San Diego,CA,Fall_Brewing_Company,7.30,,1
-,4.1,American IPA,Fall Brewing Company,,Interpretive Dance Squad,San Diego,CA,Fall_Brewing_Company,3.50,,3
-,-,Berliner Weissbier,Fall Brewing Company,,Jazz Hands,San Diego,CA,Fall_Brewing_Company,4.50,,10
-,-,Schwarzbier,Fall Brewing Company,,Jinx Remover,San Diego,CA,Fall_Brewing_Company,7.20,,0
-,3,American IPA,Fall Brewing Company,,Loudspeaker,San Diego,CA,Fall_Brewing_Company,6.20,,3
-,3.67,Rye Beer,Fall Brewing Company,,Loudspeaker Rye IPA,San Diego,CA,Fall_Brewing_Company,6.20,,3
-,4.25,American Stout,Fall Brewing Company,,Mellor Stout,San Diego,CA,Fall_Brewing_Company,4.60,,2
-,3.82,Schwarzbier,Fall Brewing Company,,Mittens,San Diego,CA,Fall_Brewing_Company,5.30,,2
-,4,American IPA,Fall Brewing Company,,Moscoe,San Diego,CA,Fall_Brewing_Company,3.80,,1
-,4.08,Munich Helles Lager,Fall Brewing Company,,Plenty For All,San Diego,CA,Fall_Brewing_Company,4.90,,3
-,3.77,Czech Pilsener,Fall Brewing Company,,Rise Above,San Diego,CA,Fall_Brewing_Company,5.20,,1
-,-,Extra Special / Strong Bitter (ESB),Fall Brewing Company,,Rods & Mockers,San Diego,CA,Fall_Brewing_Company,4.90,,0
-,3.75,English Brown Ale,Fall Brewing Company,,Speedo's Tiki Love God,San Diego,CA,Fall_Brewing_Company,4.70,,1
-,3.97,American IPA,Fall Brewing Company,,Spirit Of 77-IPA,San Diego,CA,Fall_Brewing_Company,7.30,,4
-,-,American Amber / Red Ale,Fall Brewing Company,,Unicorn Stampede,San Diego,CA,Fall_Brewing_Company,6.60,,3
-,-,Russian Imperial Stout,Fall River Brewing Company,,Colossus,Fall River Mills,CA,Fall_River_Brewing_Company,12.00,,2
-,5,American Pale Ale (APA),Fall River Brewing Company,,Corder Farms Harvest Ale (wet Hops),Fall River Mills,CA,Fall_River_Brewing_Company,5.00,,1
-,4.14,American IPA,Fall River Brewing Company,,Cutthroat Red IPA,Fall River Mills,CA,Fall_River_Brewing_Company,?,,5
-,-,Bock,Fall River Brewing Company,,Dry Creek Copperbock,Fall River Mills,CA,Fall_River_Brewing_Company,7.00,,0
-,5,American Pale Wheat Ale,Fall River Brewing Company,,Fall River Hefeweizen,Fall River Mills,CA,Fall_River_Brewing_Company,5.00,,1
-,4.35,American IPA,Fall River Brewing Company,,Hexagenia IPA,Fall River Mills,CA,Fall_River_Brewing_Company,7.10,,34
-,4.31,American Double / Imperial IPA,Fall River Brewing Company,,Hoppy Mother Frogger,Fall River Mills,CA,Fall_River_Brewing_Company,8.80,,1
-,4.19,Scottish Ale,Fall River Brewing Company,,Kilty Pleasure,Fall River Mills,CA,Fall_River_Brewing_Company,5.40,,5
-,4.06,American Blonde Ale,Fall River Brewing Company,,Norcal Blonde,Fall River Mills,CA,Fall_River_Brewing_Company,?,,4
-,4.05,American Pale Ale (APA),Fall River Brewing Company,,Pacific Crest Pale,Fall River Mills,CA,Fall_River_Brewing_Company,5.40,,6
-,4.04,American Porter,Fall River Brewing Company,,Pittville Porter,Fall River Mills,CA,Fall_River_Brewing_Company,6.00,,10
-,4.6,American Porter,Fall River Brewing Company,,Pittville Porter On Nitro With Scout Coffee,Fall River Mills,CA,Fall_River_Brewing_Company,5.50,,2
-,4.66,American Brown Ale,Fall River Brewing Company,,Southern Migration Oatmeal Brown,Fall River Mills,CA,Fall_River_Brewing_Company,7.20,,2
-,-,Saison / Farmhouse Ale,Fall River Brewing Company,,Spinnerfall,Fall River Mills,CA,Fall_River_Brewing_Company,5.40,,0
-,5,American Pale Lager,Fall River Brewing Company,,Stockyard Lager,Fall River Mills,CA,Fall_River_Brewing_Company,5.00,,1
-,3.96,American Double / Imperial IPA,Fall River Brewing Company,,Widowmaker,Fall River Mills,CA,Fall_River_Brewing_Company,10.20,,26
-,-,Hefeweizen,Fallbrook Brewing Company,,'Lupus Has Left The Building,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,3.34,American IPA,Fallbrook Brewing Company,,Ammunition IPA,Fallbrook,CA,Fallbrook_Brewing_Company,7.00,,4
-,-,Cream Ale,Fallbrook Brewing Company,,Calavo Cream Ale,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,2.62,Herbed / Spiced Beer,Fallbrook Brewing Company,,Cranpa,Fallbrook,CA,Fallbrook_Brewing_Company,6.50,,1
-,-,Rye Beer,Fallbrook Brewing Company,,De Luz Double Rye IPA,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,-,Fruit / Vegetable Beer,Fallbrook Brewing Company,,Falltucky,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,-,Hefeweizen,Fallbrook Brewing Company,,Hawthorn Hef,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,-,Saison / Farmhouse Ale,Fallbrook Brewing Company,,Homegrown Saison,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,3.4,American Blonde Ale,Fallbrook Brewing Company,,Java Hill,Fallbrook,CA,Fallbrook_Brewing_Company,6.00,,1
-,-,American Strong Ale,Fallbrook Brewing Company,,Merica,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,-,Saison / Farmhouse Ale,Fallbrook Brewing Company,,Must For Busts,Fallbrook,CA,Fallbrook_Brewing_Company,?,,0
-,2.49,American Amber / Red Ale,Fallbrook Brewing Company,,Secret Lake Amber Ale,Fallbrook,CA,Fallbrook_Brewing_Company,5.60,,1
-,3.34,Belgian IPA,Fallbrook Brewing Company,,Sleeping Indian,Fallbrook,CA,Fallbrook_Brewing_Company,7.00,,1
-,2.49,Smoked Beer,Fallbrook Brewing Company,,Smoky Mountain Rye,Fallbrook,CA,Fallbrook_Brewing_Company,7.00,,1
-,1.22,American Pale Ale (APA),Fallbrook Brewing Company,,Wild Tang,Fallbrook,CA,Fallbrook_Brewing_Company,7.00,,1
-,3.55,English Bitter,Faultline Brewing Company,4087362739,Best Bitter,Sunnyvale,CA,Faultline_Brewing_Company,5.70,(408) 736-2739,13
-,3.4,American Brown Ale,Faultline Brewing Company,4087362739,Brown Ale,Sunnyvale,CA,Faultline_Brewing_Company,5.70,(408) 736-2739,3
-,3.68,American Pale Ale (APA),Faultline Brewing Company,4087362739,Burton-on-Trent Pale Ale,Sunnyvale,CA,Faultline_Brewing_Company,4.30,(408) 736-2739,6
-,2.63,Dunkelweizen,Faultline Brewing Company,4087362739,Dunkel Weizen,Sunnyvale,CA,Faultline_Brewing_Company,?,(408) 736-2739,1
-,-,Extra Special / Strong Bitter (ESB),Faultline Brewing Company,4087362739,Faultine Special Bitter (FSB),Sunnyvale,CA,Faultline_Brewing_Company,5.80,(408) 736-2739,0
-,2.83,Hefeweizen,Faultline Brewing Company,4087362739,Hefeweizen,Sunnyvale,CA,Faultline_Brewing_Company,5.20,(408) 736-2739,5
-,-,Winter Warmer,Faultline Brewing Company,4087362739,Holiday Strong Ale,Sunnyvale,CA,Faultline_Brewing_Company,7.30,(408) 736-2739,0
-,3.1,American IPA,Faultline Brewing Company,4087362739,India Pale Ale,Sunnyvale,CA,Faultline_Brewing_Company,6.80,(408) 736-2739,13
-,2.86,Irish Red Ale,Faultline Brewing Company,4087362739,Irish Red,Sunnyvale,CA,Faultline_Brewing_Company,5.30,(408) 736-2739,2
-,3.54,Irish Dry Stout,Faultline Brewing Company,4087362739,Irish Stout,Sunnyvale,CA,Faultline_Brewing_Company,5.00,(408) 736-2739,7
-,3.7,Kölsch,Faultline Brewing Company,4087362739,Kolsch,Sunnyvale,CA,Faultline_Brewing_Company,4.70,(408) 736-2739,6
-,3.42,English Porter,Faultline Brewing Company,4087362739,London Porter,Sunnyvale,CA,Faultline_Brewing_Company,6.00,(408) 736-2739,1
-,3.62,English Pale Ale,Faultline Brewing Company,4087362739,Pale Ale,Sunnyvale,CA,Faultline_Brewing_Company,5.20,(408) 736-2739,7
-,-,Czech Pilsener,Faultline Brewing Company,4087362739,Pilsner,Sunnyvale,CA,Faultline_Brewing_Company,5.60,(408) 736-2739,0
-,-,Rye Beer,Faultline Brewing Company,4087362739,Red Rye Ale,Sunnyvale,CA,Faultline_Brewing_Company,7.40,(408) 736-2739,0
-,-,American Stout,Faultline Brewing Company,4087362739,Stout,Sunnyvale,CA,Faultline_Brewing_Company,6.20,(408) 736-2739,0
-,3.75,American Amber / Red Ale,Feather Falls Casino Brewing Company,5305333885,Coyote Spirit,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,1
-,3.81,Hefeweizen,Feather Falls Casino Brewing Company,5305333885,Dancing Trees,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,1
-,3.96,Doppelbock,Feather Falls Casino Brewing Company,5305333885,Doppel Down,Oroville,CA,Feather_Falls_Casino_Brewing_Company,9.50,(530) 533-3885,1
-,-,American Pale Wheat Ale,Feather Falls Casino Brewing Company,5305333885,Emperor's Mandarin Wheat Beer,Oroville,CA,Feather_Falls_Casino_Brewing_Company,4.00,(530) 533-3885,0
-,-,American Double / Imperial Pilsner,Feather Falls Casino Brewing Company,5305333885,Jester Imperial Pilsner,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,0
-,3.86,American IPA,Feather Falls Casino Brewing Company,5305333885,Naughty Native,Oroville,CA,Feather_Falls_Casino_Brewing_Company,6.50,(530) 533-3885,1
-,3.13,German Pilsener,Feather Falls Casino Brewing Company,5305333885,Soaring Eagle,Oroville,CA,Feather_Falls_Casino_Brewing_Company,4.25,(530) 533-3885,4
-,4.25,Fruit / Vegetable Beer,Feather Falls Casino Brewing Company,5305333885,Thunder,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,3
-,4.14,Milk / Sweet Stout,Feather Falls Casino Brewing Company,5305333885,Volcano Mudslide,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,1
-,3.89,Bock,Feather Falls Casino Brewing Company,5305333885,Wild Billy Winter Bock,Oroville,CA,Feather_Falls_Casino_Brewing_Company,7.25,(530) 533-3885,1
-,-,American Pale Ale (APA),Feather Falls Casino Brewing Company,5305333885,Wild Warrior,Oroville,CA,Feather_Falls_Casino_Brewing_Company,?,(530) 533-3885,0
-,3.4,American Porter,Feather River Brewing Co,5308730734,Dark Canyon Ale,Magalia,CA,Feather_River_Brewing_Co,?,(530) 873-0734,7
-,3.2,American Amber / Red Ale,Feather River Brewing Co,5308730734,Honey Ale,Magalia,CA,Feather_River_Brewing_Co,?,(530) 873-0734,7
-,2.91,American Pale Ale (APA),Feather River Brewing Co,5308730734,Raging Rapids Ale,Magalia,CA,Feather_River_Brewing_Co,?,(530) 873-0734,9
-,-,Berliner Weissbier,Fieldwork Brewing Co.,,Amarilloweisse,Berkeley,CA,Fieldwork_Brewing_Co.,5.20,,0
-,-,Gose,Fieldwork Brewing Co.,,Ancient Mariner,Berkeley,CA,Fieldwork_Brewing_Co.,4.60,,5
-,4.06,American IPA,Fieldwork Brewing Co.,,Ascender,Berkeley,CA,Fieldwork_Brewing_Co.,6.60,,19
-,-,Milk / Sweet Stout,Fieldwork Brewing Co.,,Barrel Aged Eliza,Berkeley,CA,Fieldwork_Brewing_Co.,10.50,,8
-,4.36,American Double / Imperial IPA,Fieldwork Brewing Co.,,Batch 1 (Double IPA),Berkeley,CA,Fieldwork_Brewing_Co.,9.00,,12
-,3.81,American Pale Ale (APA),Fieldwork Brewing Co.,,Batch 2 (Rye Pale Ale),Berkeley,CA,Fieldwork_Brewing_Co.,5.30,,5
-,-,American IPA,Fieldwork Brewing Co.,,Bedrock,Berkeley,CA,Fieldwork_Brewing_Co.,6.90,,5
-,-,American Porter,Fieldwork Brewing Co.,,Black Thai,Berkeley,CA,Fieldwork_Brewing_Co.,6.30,,3
-,-,American IPA,Fieldwork Brewing Co.,,Burning Daylight,Berkeley,CA,Fieldwork_Brewing_Co.,6.80,,14
-,4.28,American Pale Ale (APA),Fieldwork Brewing Co.,,Canopy,Berkeley,CA,Fieldwork_Brewing_Co.,5.20,,16
-,-,American IPA,Fieldwork Brewing Co.,,Chisel,Berkeley,CA,Fieldwork_Brewing_Co.,6.80,,23
-,4.64,American Brown Ale,Fieldwork Brewing Co.,,Chocolate Milk Brown,Berkeley,CA,Fieldwork_Brewing_Co.,5.40,,18
-,4.28,American Wild Ale,Fieldwork Brewing Co.,,Citraweisse,Berkeley,CA,Fieldwork_Brewing_Co.,5.00,,13
-,-,American IPA,Fieldwork Brewing Co.,,Clear Skies,Berkeley,CA,Fieldwork_Brewing_Co.,7.00,,7
-,4.39,American Double / Imperial IPA,Fieldwork Brewing Co.,,Coconut Milk,Berkeley,CA,Fieldwork_Brewing_Co.,8.00,,30
-,4.21,American IPA,Fieldwork Brewing Co.,,Continental Drift,Berkeley,CA,Fieldwork_Brewing_Co.,6.90,,8
-,3.96,American Pale Ale (APA),Fieldwork Brewing Co.,,Contour,Berkeley,CA,Fieldwork_Brewing_Co.,5.30,,4
-,3.96,American Pale Ale (APA),Fieldwork Brewing Co.,,Daypack,Berkeley,CA,Fieldwork_Brewing_Co.,5.50,,9
-,-,American Amber / Red Ale,Fieldwork Brewing Co.,,Delta,Berkeley,CA,Fieldwork_Brewing_Co.,6.70,,5
-,4.68,Berliner Weissbier,Fieldwork Brewing Co.,,Dry Hop Citraweisse Berlinerweisse,Berkeley,CA,Fieldwork_Brewing_Co.,6.80,,3
-,4.48,American Double / Imperial Stout,Fieldwork Brewing Co.,,Eliza,Berkeley,CA,Fieldwork_Brewing_Co.,10.00,,16
-,-,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Farmhouse Wheat,Berkeley,CA,Fieldwork_Brewing_Co.,5.50,,14
-,-,American Pale Ale (APA),Fieldwork Brewing Co.,,Fetch,Berkeley,CA,Fieldwork_Brewing_Co.,5.00,,4
-,4.16,American Brown Ale,Fieldwork Brewing Co.,,Good Conduct,Berkeley,CA,Fieldwork_Brewing_Co.,12.00,,6
-,-,American Double / Imperial IPA,Fieldwork Brewing Co.,,Gray Wolf,Berkeley,CA,Fieldwork_Brewing_Co.,9.00,,9
-,-,American IPA,Fieldwork Brewing Co.,,Green Rest,Berkeley,CA,Fieldwork_Brewing_Co.,6.90,,4
-,4.37,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Hanging Valley,Berkeley,CA,Fieldwork_Brewing_Co.,6.20,,16
-,4.2,Bière de Garde,Fieldwork Brewing Co.,,Hannah,Berkeley,CA,Fieldwork_Brewing_Co.,8.60,,6
-,3.91,Foreign / Export Stout,Fieldwork Brewing Co.,,Hot Chocolate,Berkeley,CA,Fieldwork_Brewing_Co.,6.60,,20
-,4.09,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Hugo,Berkeley,CA,Fieldwork_Brewing_Co.,4.80,,5
-,4.1,American IPA,Fieldwork Brewing Co.,,Little Ships,Berkeley,CA,Fieldwork_Brewing_Co.,4.40,,10
-,-,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Mandarina Tart Saison,Berkeley,CA,Fieldwork_Brewing_Co.,5.90,,1
-,4.24,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Meloncotté,Berkeley,CA,Fieldwork_Brewing_Co.,6.00,,7
-,4.31,American IPA,Fieldwork Brewing Co.,,Misfit Stream,Berkeley,CA,Fieldwork_Brewing_Co.,7.00,,17
-,3.82,American Double / Imperial IPA,Fieldwork Brewing Co.,,Monsoon,Berkeley,CA,Fieldwork_Brewing_Co.,8.00,,8
-,-,American IPA,Fieldwork Brewing Co.,,Moraine,Berkeley,CA,Fieldwork_Brewing_Co.,7.10,,2
-,4.15,American Stout,Fieldwork Brewing Co.,,Morning Time Breakfast Stout,Berkeley,CA,Fieldwork_Brewing_Co.,6.00,,32
-,4.43,American IPA,Fieldwork Brewing Co.,,Nomadic,Berkeley,CA,Fieldwork_Brewing_Co.,7.50,,9
-,-,American IPA,Fieldwork Brewing Co.,,Oakland Pride,Berkeley,CA,Fieldwork_Brewing_Co.,6.40,,6
-,-,Foreign / Export Stout,Fieldwork Brewing Co.,,Olde Dubliner,Berkeley,CA,Fieldwork_Brewing_Co.,9.30,,1
-,3.91,Czech Pilsener,Fieldwork Brewing Co.,,Outdoor,Berkeley,CA,Fieldwork_Brewing_Co.,5.30,,2
-,4.28,American IPA,Fieldwork Brewing Co.,,Prevailing,Berkeley,CA,Fieldwork_Brewing_Co.,7.00,,4
-,4.06,American IPA,Fieldwork Brewing Co.,,Saint Rebecca,Berkeley,CA,Fieldwork_Brewing_Co.,6.20,,6
-,4.27,American Double / Imperial IPA,Fieldwork Brewing Co.,,Saint Sartori,Berkeley,CA,Fieldwork_Brewing_Co.,8.50,,16
-,-,American IPA,Fieldwork Brewing Co.,,Saint Summers,Berkeley,CA,Fieldwork_Brewing_Co.,6.40,,8
-,3.96,American IPA,Fieldwork Brewing Co.,,Saint Thomas,Berkeley,CA,Fieldwork_Brewing_Co.,6.70,,14
-,4.47,Gose,Fieldwork Brewing Co.,,Salted Watermelon,Berkeley,CA,Fieldwork_Brewing_Co.,4.80,,11
-,4.27,Rye Beer,Fieldwork Brewing Co.,,Sawhorse,Berkeley,CA,Fieldwork_Brewing_Co.,7.30,,14
-,3.83,American IPA,Fieldwork Brewing Co.,,Sea Farmer,Berkeley,CA,Fieldwork_Brewing_Co.,7.30,,10
-,4.1,American IPA,Fieldwork Brewing Co.,,Shoreline,Berkeley,CA,Fieldwork_Brewing_Co.,6.60,,17
-,4.16,American Wild Ale,Fieldwork Brewing Co.,,Sour Diesel,Berkeley,CA,Fieldwork_Brewing_Co.,5.30,,8
-,4.26,American Double / Imperial IPA,Fieldwork Brewing Co.,,Storm Surge,Berkeley,CA,Fieldwork_Brewing_Co.,9.90,,9
-,4.27,Saison / Farmhouse Ale,Fieldwork Brewing Co.,,Strawberry Tart Brett Saison,Berkeley,CA,Fieldwork_Brewing_Co.,6.00,,8
-,-,American IPA,Fieldwork Brewing Co.,,Swash,Berkeley,CA,Fieldwork_Brewing_Co.,6.80,,6
-,4.29,American Pale Wheat Ale,Fieldwork Brewing Co.,,Terrace,Berkeley,CA,Fieldwork_Brewing_Co.,6.40,,10
-,-,American IPA,Fieldwork Brewing Co.,,Timberline,Berkeley,CA,Fieldwork_Brewing_Co.,7.00,,13
-,4.4,American Double / Imperial IPA,Fieldwork Brewing Co.,,Torrential,Berkeley,CA,Fieldwork_Brewing_Co.,8.80,,25
-,3.8,American Double / Imperial IPA,Fieldwork Brewing Co.,,Tundra,Berkeley,CA,Fieldwork_Brewing_Co.,11.00,,15
-,4.19,American Pale Ale (APA),Fieldwork Brewing Co.,,Watershed,Berkeley,CA,Fieldwork_Brewing_Co.,5.80,,13
-,3.66,American Stout,Fieldwork Brewing Co.,,White Mocha,Berkeley,CA,Fieldwork_Brewing_Co.,5.80,,7
